sku,brand,name,status,ready,structure_fails,data_fails,listing_fails
IMG/BUF/00027,HK-REDLINE,Chafing Dish Induction Round AT50293 H Kitchen,published,no,under 3 informative spec rows,sources disagree,
IMG/BUF/00028,HK-REDLINE,Chafing Dish Induction Square H-Kitchen,archived,no,bullets outside 4-6; short description outside 18-38 words; under 3 informative spec rows,sources disagree; template skeleton,
IMG/BUF/00035,OEM SHEFFIELD,Chafing Dish Rectangular,published,no,short description outside 18-38 words; under 3 informative spec rows,,
IMG/BUF/00037,OEM SHEFFIELD,Chafing Dish Drop in,published,no,bullets outside 4-6; short description outside 18-38 words; under 3 informative spec rows,sources disagree,
IMG/BUF/00056,OEM SHEFFIELD,Chafing Dish Oblong HY 501-2,draft,no,bullets outside 4-6; short description outside 18-38 words; under 3 informative spec rows,,
IMG/BUF/00060,OEM SHEFFIELD,Chafing Dish Insert Round Porcelain Pan/Insert,published,no,bullets outside 4-6; short description outside 18-38 words; under 3 informative spec rows,,
IMG/BUF/00095,KITCHENWARE,Chafing Dish Roll Top 9 Litres RA2302,published,no,bullets outside 4-6; short description outside 18-38 words; under 3 informative spec rows,,
IMG/BUF/00115,HK-REDLINE,Chafing Dish Insert Porcelain 2/3 GN,published,yes,,,
IMG/BUF/00143,HK-REDLINE,Chafing Dish Induction Square AT60293 H-Kitchen,published,no,under 3 informative spec rows,sources disagree,
IMG/BUF/00145,HY,Chafing Dish Drop in HY-902,archived,no,not house format; under 2 paragraphs; bullets outside 4-6; meta missing or over 160; short description outside 18-38 words; under 3 informative spec rows,no supplier data,no price
IMG/BUF/00146,HY,Chafing Dish Oval HY-836,archived,no,not house format; under 2 paragraphs; bullets outside 4-6; meta missing or over 160; short description outside 18-38 words; under 3 informative spec rows,no supplier data,no price
IMG/BUF/00177,KITCHENWARE,Chafing Dish Roll Top 9 Litres RA2301,published,no,bullets outside 4-6; short description outside 18-38 words; under 3 informative spec rows,sources disagree,
IMG/BUF/00178,KITCHENWARE,Chafing Dish Roll Top 9 Litres Electric RA2301AE,published,yes,,,
IMG/BUF/00179,KITCHENWARE,Chafing Dish Roll Top Electric ECD09C,published,yes,,,
IMG/BUF/00252,WINNERS,Electric Chafing Dish Golden Frame,published,yes,,,
IMG/BUF/00253,WINNERS,Electric Chafing Dish Golden Frame Square 9L,published,yes,,,
IMG/BUF/00254,WINNERS,Electric Chafing Dish Hammer Point,published,yes,,,
IMG/BUF/00255,WINNERS,Electric Chafing Dish Hammered SS Finish 6 Litres Round,published,yes,,,
IMG/BUF/00256,WINNERS,Chafing Dish with Fuel Holder 6016H,published,yes,,,
IMG/BUF/00257,WINNERS,Chafing Dish with Fuel Holder 6018H,published,yes,,,
IMG/BUF/00258,WINNERS,Wet and Dry Intelligent Built-In Elec Chafing Dish,published,yes,,,
IMG/BUF/00267,WINNERS,45-BUILT-IN Warmer Stove 1200MM,published,yes,,,
IMG/BUF/00268,WINNERS,45-BUILT-IN Warmer Stove 1500MM,published,yes,,,
IMG/BUF/00266,WINNERS,45-BUILT-IN Warmer Stove 900MM,published,yes,,,
IMG/BUF/00249,H-KITCHEN,Buffet Warmer Electric TC-2F,published,yes,,,
IMG/BUF/00073,NISBET,Cup Warmer Bravilor Shelf,published,yes,,,
IMG/BUF/00022,HK-REDLINE,Cup Warmer H Kitchen,published,no,under 3 informative spec rows,no supplier data,
IMG/BUF/00235,STEELOLOGY,Dish Warmer Glass Top - Sunk in Model (Commercial Induction Cooker),published,yes,,,
IMG/HOT/00195,HK-REDLINE,Electric Food Warmer Cart OT-10B-21 Redline,published,yes,,,
IMG/DIS/00045,HK-REDLINE,Food Display Warmer H Kitchen OT-01P,published,no,under 3 informative spec rows,,
IMG/HOT/00005,BERTOS,Food Warmer Electric Bertos,archived,no,not house format; under 2 paragraphs; bullets outside 4-6; meta missing or over 160; short description outside 18-38 words; under 3 informative spec rows,"data on file, not yet listed",
IMG/HOT/00222,HK-REDLINE,Food Warmer Electric Redline CS-310,published,no,bullets outside 4-6; short description outside 18-38 words; under 3 informative spec rows,,
IMG/BUF/00260,WINNERS,Hot Pot with Warmer Stove 36CM Rose Gold 6L,published,yes,,,
IMG/BUF/00261,WINNERS,Hot Pot with Warmer Stove 36CM Stainless Steel 6L,published,no,,our records only,
IMG/BUF/00032,HK-REDLINE,Plate Warmer Cart Double,published,no,,sources disagree,
IMG/BUF/00033,HK-REDLINE,Plate Warmer Cart Drop in,published,yes,,,
IMG/BUF/00031,HK-REDLINE,Plate Warmer Cart Single,published,no,,sources disagree,
IMG/BUF/00274,WINNERS,Vegetable Warmer Rectangle DL206,published,yes,,,
IMG/BUF/00259,WINNERS,Warmer Lamp D7016T,published,yes,,,
IMG/BUF/00272,WINNERS,Warmer Lamp Rectangle ZT001,published,yes,,,
IMG/BUF/00023,HK-REDLINE,Heating Lamp Black Dia 175,published,yes,,,
IMG/BUF/00024,HK-REDLINE,Heating Lamp Gold Dia 175,published,yes,,,
IMG/BUF/00025,HK-REDLINE,Heating Lamp Gold Dia 290,published,yes,,,
IMG/BUF/00026,HK-REDLINE,Heating Lamp Silver Dia 290,published,yes,,,
IMG/BUF/00236,KITCHENWARE,Heating Lamp Infrared 900MM,published,no,bullets outside 4-6; short description outside 18-38 words; under 3 informative spec rows,no supplier data,
IMG/BUF/00244,HK-REDLINE,Heating Lamp Copper,published,no,bullets outside 4-6; short description outside 18-38 words; under 3 informative spec rows,sources disagree; template skeleton,
IMG/BUF/00269,WINNERS,Rose Gold Heat Lamp D002,published,yes,,,
IMG/BUF/00270,WINNERS,Rose Gold Heat Lamp D005,published,yes,,,
IMG/BUF/00271,WINNERS,Rose Gold Heat Lamp D011,published,yes,,,
IMG/HOT/00063,HK-REDLINE,Bain Marie Table Top H-Kitchen BS-6V,published,yes,,,
IMG/HOT/00112,BILGE,Bain Marie Sauce Bin 240X210,archived,no,under 3 informative spec rows,,no price
IMG/HOT/00272,H-KITCHEN,Bain Marie Counter Top Gas SOT-4,archived,no,bullets outside 4-6; short description outside 18-38 words; under 3 informative spec rows,sources disagree,no price
IMG/HOT/00275,HK-REDLINE,Bain Marie Table Top H-Kitchen BS-4,published,no,,sources disagree,
IMG/HOT/00276,HK-REDLINE,Bain Marie H-Kitchen KG-165,published,no,under 3 informative spec rows,,
IMG/BUF/00012,EUROTEC RIGA,Induction Cooker Drop in Riga Rib 3520 EB,published,yes,,,
IMG/BUF/00030,HK-REDLINE,Induction Cooker H Kitchen EB-1200,published,no,bullets outside 4-6; short description outside 18-38 words,sources disagree; template skeleton,
IMG/BUF/00051,OEM SHEFFIELD,Induction Cooker Kassidy,published,no,bullets outside 4-6; short description outside 18-38 words; under 3 informative spec rows,no supplier data,
IMG/BUF/00090,KITCHENWARE,Induction Cooker Wanhui,published,no,bullets outside 4-6; short description outside 18-38 words; under 3 informative spec rows,no supplier data,
IMG/BUF/00127,LINCAT,Induction Hob DK977,published,yes,,,
IMG/BUF/00226,SULTE,Induction Cooker Single Zone 3.5KW Table Top SL-G35-TP3,published,yes,,,
IMG/BUF/00227,SULTE,Induction Cooker Drop in 3KW SL-30C-XP3,published,no,,sources disagree,
IMG/BUF/00228,SULTE,Induction Cooker Single Zone 5KW Table Top SL-G50-KP9,published,yes,,,
IMG/BUF/00229,SULTE,Induction Wok 5KW Table Top Single SL-G50-KA12,published,no,,sources disagree,
IMG/BUF/00230,SULTE,Induction Cooker Two Zone Table Top 7KW,published,no,,sources disagree,
IMG/BUF/00231,SULTE,Induction Cooker Two Zone (Side by Side) 7KW SL-C351-KPP2,published,yes,,,
IMG/BUF/00232,SULTE,Induction Cooker 4 Zone 14KW SL-C351-4S13-Y,published,yes,,,
IMG/BUF/00233,SULTE,Induction Fryer 23L SL-FR1C23A,published,no,,sources disagree,
IMG/BUF/00234,SULTE,Induction Griddle 6KW GRT24B,published,yes,,,
IMG/BUF/00282,SULTE,Induction Griddle 6KW GRT36B,archived,no,,,no price
IMG/BUF/00277,STEELOLOGY,Double Bulb Induction with 2 Copper Coated Hammer Finish Chaffing Dishes,published,yes,,,
IMG/HOT/00395,FIMAR GROUP,Induction Plate PFD/3500N Single PH,published,yes,,,
IMG/TCW/00086,BERJAYA,GN Container 1/3 65 Berjaya,published,yes,,,
IMG/TCW/00087,BERJAYA,GN Container 1/4 65 Berjaya,published,yes,,,
IMG/TCW/00089,BERJAYA,GN Container 1/1 100 Berjaya,published,yes,,,
IMG/TCW/00090,BERJAYA,GN Container 1/2 100 Berjaya,published,yes,,,
IMG/TCW/00091,BERJAYA,GN Container 1/3 100 Berjaya,published,yes,,,
IMG/TCW/00103,BILGE,GN Container Perforated 1/1 65 Bilge,published,yes,,,
IMG/TCW/00104,BILGE,GN Container Perforated 1/1 100 Bilge,published,yes,,,
IMG/TCW/00105,BILGE,GN Container Perforated 1/2 100 Bilge,published,yes,,,
IMG/TCW/00106,BILGE,GN Container 1/1 65 Bilge,published,yes,,,
IMG/TCW/00107,BILGE,GN Container 1/2 65 Bilge,published,yes,,,
IMG/TCW/00108,BILGE,GN Container 1/3 65 Bilge,published,yes,,,
IMG/TCW/00110,BILGE,GN Container 1/6 65 Bilge,published,yes,,,
IMG/TCW/00111,BILGE,GN Container 1/9 65 Bilge,published,yes,,,
IMG/TCW/00112,BILGE,GN Container 1/1 100 Bilge,published,yes,,,
IMG/TCW/00113,BILGE,GN Container 1/2 100 Bilge,published,yes,,,
IMG/TCW/00114,BILGE,GN Container 1/3 100 Bilge,published,yes,,,
IMG/TCW/00115,BILGE,GN Container 1/4 100 Bilge,published,yes,,,
IMG/TCW/00116,BILGE,GN Container 1/6 100 Bilge,published,yes,,,
IMG/TCW/00117,BILGE,GN Container 1/9 100 Bilge,published,yes,,,
IMG/TCW/00118,BILGE,GN Container 1/1 150 Bilge,published,yes,,,
IMG/TCW/00119,BILGE,GN Container 1/2 150 Bilge,published,yes,,,
IMG/TCW/00120,BILGE,GN Container 1/3 150 Bilge,published,yes,,,
IMG/TCW/00121,BILGE,GN Container 1/4 150 Bilge,published,yes,,,
IMG/TCW/00122,BILGE,GN Container 1/6 150 Bilge,published,yes,,,
IMG/TCW/00124,BILGE,GN Container 1/1 200 Bilge,published,yes,,,
IMG/TCW/00526,KITCHENWARE,GN Container 1/1 20 Non Stick,published,yes,,,
IMG/TCW/00527,KITCHENWARE,GN Container 1/1 40 Non Stick,published,yes,,,
IMG/TCW/00097,BERJAYA,GN Lids 1/1 Berjaya,published,yes,,,
IMG/TCW/00098,BERJAYA,GN Lids 1/2 Berjaya,published,yes,,,
IMG/TCW/00099,BERJAYA,GN Lids 1/3 Berjaya,published,yes,,,
IMG/TCW/00100,BERJAYA,GN Lids 1/4 Berjaya,published,yes,,,
IMG/TCW/00102,BERJAYA,GN Lids 1/9 Berjaya,published,yes,,,
IMG/TCW/00125,BILGE,GN Lids Bilge,published,yes,,,
IMG/COF/00116,ANTUNES,"Vertical Bun Toaster VCT-1000 230V 50/60HZ BS-1363, 13 Amp",published,yes,,,
IMG/HOT/00108,WARING,Toaster 4 Slots Waring,published,yes,,,
IMG/HOT/00271,HK-REDLINE,Toaster 6 Slots H-Kitchen,published,yes,,,
IMG/HOT/00281,SHINEHO,Electric Conveyor Toaster H260D,archived,no,not house format; under 2 paragraphs; bullets outside 4-6; meta missing or over 160; under 3 informative spec rows,no supplier data,no image; no price
IMG/HOT/00352,HK-REDLINE,Conveyor Toaster CT-3,published,yes,,,
IMG/HOT/00244,KINGMA,Egg Waffle Maker,archived,no,,,no image
IMG/HOT/00416,HK-REDLINE,Waffle Maker Single WB-1,published,yes,,,
IMG/HOT/00417,HK-REDLINE,Waffle Maker Double WB-2,published,no,,sources disagree,
IMG/PAS/00005,EMPERO,Pretzel & Sandwich Slicer,published,yes,,,
IMG/HOT/00099,ROLLER GRILL,Shawarma Electric Roller Grill,published,yes,,,
IMG/HOT/00154,MERCATUS,Infra Red Grill Mercatus Stan MC167,published,yes,,,
IMG/HOT/00155,MERCATUS,Infra Red Grill Mercatus XXL MC167,published,yes,,,
IMG/HOT/00156,MERCATUS,Infra Red Grill Mercatus XL MC167,published,no,,sources disagree,
IMG/HOT/00353,HK-REDLINE,Panini Grill Single GH-811E,published,yes,,,
IMG/HOT/00354,HK-REDLINE,Panini Grill Double GH-813,published,no,,sources disagree,
IMG/HOT/00382,TECNOROAST,Charcoal Grill Automatic 1750MM 60 Skewers TRS-60,published,yes,,,
IMG/HOT/00384,TECNOROAST,Charcoal Grill Automatic 850MM 20 Skewers TRS-20,published,no,not house format; bullets outside 4-6; meta missing or over 160; under 3 informative spec rows,sources disagree,
IMG/HOT/00385,EMPERO,Steam Cooker Grills Electric Empero,published,yes,,,
IMG/HOT/00400,EMPERO,Lifted Charcoal Grill EMP.BTG.01,published,yes,,,
IMG/HOT/00066,HK-REDLINE,Salamander Electric Lift Up EB-450,published,no,,sources disagree,
IMG/HOT/00071,HK-REDLINE,Salamander Electric Lift Up EB-600,published,no,,sources disagree,
IMG/HOT/00186,BARON,Salamander Electric Baron SE40/0CB,published,yes,,,
IMG/HOT/00402,SULTE,Microwave Oven 25LTR EM025FJTS0SF00,published,no,,sources disagree,
IMG/HOT/00403,SULTE,Microwave Oven 34LTR EMA34GTQS00E00,published,no,,sources disagree,
IMG/HOT/00304,ASTAR,Pasta Cooker Gas GH-538,published,no,under 3 informative spec rows,,
IMG/HOT/00069,HK-REDLINE,Hot Dog Roller Electric,published,yes,,,
IMG/HOT/00042,OEM SHEFFIELD,Fryer Double 25 Litres Table Top Electric Elaboratex HEF-904,published,no,,sources disagree,
IMG/HOT/00098,ROLLER GRILL,Fryer Roller Grill RFG 12,published,no,,sources disagree,
IMG/HOT/00189,BARON,Single Well Electric Fryer 15 Ltr Drop-In Baron DI7FRE415,published,yes,,,
IMG/HOT/00419,HK-REDLINE,Electric Fryer Single EF-11L,published,yes,,,
IMG/HOT/00420,HK-REDLINE,Electric Fryer Double EF-11L-2,published,yes,,,
IMG/HOT/00407,HDS,Fryer Baskets for HDSFGH-150S,published,yes,,,
IMG/HOT/00424,HDS,Fryer Baskets for HDSFGH-90S,published,yes,,,
IMG/HOT/00425,HDS,Fryer Baskets for HDSFGH-120S LP,published,yes,,,
IMG/HOT/00427,OEM SHEFFIELD,HEF-904 Fryer Basket,draft,no,bullets outside 4-6; short description outside 18-38 words; under 3 informative spec rows,,no image
IMG/HOT/00085,LINCAR MEMME,Fryer Single 13 Litres Gas Lincar,published,yes,,,
IMG/HOT/00219,HK-REDLINE,Fryer Single 28 Litres Electric Redline,published,no,under 3 informative spec rows,,
IMG/HOT/00257,SHEFFIELD REDLINE,Fryer Single 23 Litres Gas GF90 Redline,published,no,,our records only,
IMG/HOT/00278,HK-REDLINE,Pressure Fryer Counter Top MDXZ-16 Redline,published,yes,,,
IMG/HOT/00282,HK-REDLINE,Pressure Fryer Electric MDXZ-24 Redline,published,yes,,,
IMG/HOT/00332,HDS,Pressure Fryer Electric Broaster 1600,published,yes,,,
IMG/HOT/00333,HDS,Pressure Fryer Gas Broaster 1800,published,no,,sources disagree; named in open issues,
IMG/HOT/00390,HDS,Pressure Fryer Electric Broaster 1800,published,yes,,,
IMG/HOT/00344,HDS,Fryer Single Gas HDS,published,yes,,,
IMG/HOT/00347,HDS,Fryer Split Type 15 + 15 Ltrs HDS-150S,published,yes,,,
IMG/HOT/00436,HDS,Fryer Split Type 10 + 10 Litres HDS Electric,archived,no,not house format; under 2 paragraphs; bullets outside 4-6; meta missing or over 160; short description outside 18-38 words; under 3 informative spec rows,sources disagree,no price
IMG/HOT/00434,HK-REDLINE,Fryer Split Type 10 + 10 Litres H Kitchen Electric,archived,no,,,no price
IMG/HOT/00386,HK-REDLINE,Fryer Double 21 + 21 Litres Electric,published,yes,,,
IMG/HOT/00388,HK-REDLINE,Fryer Split Type 15 + 15 Ltrs H-Kitchen,published,no,,sources disagree,
IMG/HOT/00389,HK-REDLINE,Fryer Split Type 11 + 11 Ltrs H-Kitchen,published,yes,,,
IMG/HOT/00406,HDS,Free Standing 21 Ltrs Single Well Fryer HDSFGH-90,published,yes,,,
IMG/HOT/00421,HK-REDLINE,Elec Fryer EF-28L,published,no,under 3 informative spec rows,sources disagree,
IMG/COF/00023,PRADEEP,Milk Boiler with Indirect Water Heating Jacket,published,yes,,,
IMG/COF/00026,SHEFFIELD,Water Boiler Insulated 10 Litres,archived,no,not house format; under 2 paragraphs; bullets outside 4-6; meta missing or over 160; short description outside 18-38 words; under 3 informative spec rows,no supplier data,no image
IMG/COF/00108,HK-REDLINE,Water Boiler EF-20 (Hydroboil),published,no,bullets outside 4-6; short description outside 18-38 words; under 3 informative spec rows,no supplier data,
IMG/COF/00027,OEM SHEFFIELD,Water Boiler Insulated 20 Litres SS,published,no,short description outside 18-38 words; under 3 informative spec rows,,
IMG/COF/00112,PRADEEP,Electric Catering Urn (Water Boiler),published,yes,,,
IMG/COF/00111,PRADEEP,Coffee Filter with Heater Plate 5 Ltr,draft,yes,,,
IMG/COF/00032,PRADEEP,Heated Insulated Water Urn 36 Litres,published,yes,,,
IMG/COF/00029,PRADEEP,Non Heated Insulated Catering Urn/Thermos,published,yes,,,
IMG/COF/00098,JANGMEN,Heated Insulated Water Urn 40 Litres,archived,no,not house format; under 2 paragraphs; bullets outside 4-6; meta missing or over 160; short description outside 18-38 words; under 3 informative spec rows,no supplier data,no price
IMG/COF/00020,HK-REDLINE,Heated Water Urn Non-Exposed Element 15 Litres,published,yes,,,
IMG/COF/00021,HK-REDLINE,Heated Water Urn with Exposed Element 20 Litres,published,yes,,,
IMG/COF/00022,HK-REDLINE,Heated Water Urn with Exposed Element 30 Litres,published,yes,,,
IMG/COF/00001,BERJAYA,Heated Water Urn with Concealed Element Berjaya,published,yes,,,
IMG/COF/00137,BRAVILOR,Coffee Brewer with Single Decanter Bravilor B10,archived,no,,,no price
IMG/COF/00004,CREM,Coffee Brewer Single Cater,published,yes,,,
IMG/COF/00006,CREM,Coffee Brewer with 2 Decanter,published,yes,,,
IMG/COF/00007,CREM,Cup Dispenser,archived,no,not house format; under 2 paragraphs; bullets outside 4-6; meta missing or over 160; short description outside 18-38 words; under 3 informative spec rows,no supplier data,no price
IMG/COF/00012,CREM,Thermos Percolator SS,published,no,,sources disagree,
IMG/COF/00013,CREM,Warming Plate Double,published,yes,,,
IMG/COF/00138,KEF,Coffee Brewer with Double Cater (Thermos),draft,no,not house format; under 2 paragraphs; bullets outside 4-6; meta missing or over 160; short description outside 18-38 words; under 3 informative spec rows,sources disagree,no image
IMG/BUF/00009,EMPERO,Banquet Trolley Hot Single EMP.BQ1,published,yes,,,
IMG/BUF/00155,EMPERO,Hot and Cold Meal Distribution Trolley 24 Tray,published,yes,,,
IMG/BUF/00099,EMPERO,Avatherm Thermotray with Locks,published,yes,,,
IMG/BUF/00150,SDX,SDX Thermobox K120RD/F120RD,archived,no,not house format; under 2 paragraphs; bullets outside 4-6; meta missing or over 160; short description outside 18-38 words; under 3 informative spec rows,no supplier data,no price
IMG/BUF/00183,HK-REDLINE,Thermo Box 3 GN H-Kitchen,published,no,bullets outside 4-6; short description outside 18-38 words; under 3 informative spec rows,,
IMG/BUF/00186,HK-REDLINE,Thermo Box 6 GN Heated,published,no,short description outside 18-38 words; under 3 informative spec rows,,
IMG/HYS/00179,BERJAYA,Insect Killer Berjaya IK30,published,yes,,,
IMG/HYS/00001,BILGE,Hand Wash Basin Knee Operated Bilge,published,yes,,,
IMG/HYS/00003,EMPERO,Knife Sterilizer EMP.BST.001,published,yes,,,
IMG/HYS/00190,FOSHAN,Fogging Machine 5 Litre Electric,published,yes,,,
IMG/HYS/00196,H-KITCHEN,Towel Cabinet Hot & Cold KD 20SL-FL,published,yes,,,
IMG/HYS/00032,MAYSIN,Insect Killer PJ-FK40,published,no,not house format; under 2 paragraphs; bullets outside 4-6; meta missing or over 160; short description outside 18-38 words; under 3 informative spec rows,no supplier data,
IMG/HYS/00014,SHEFFIELD,Wall Mounted Retractable Hose Reel,published,no,not house format; under 2 paragraphs; bullets outside 4-6; meta missing or over 160; short description outside 18-38 words; under 3 informative spec rows,no supplier data,
IMG/HYS/00220,SHEFFIELD,Hand Wash Basin Knee Operated YLS42,published,no,,no supplier data,
IMG/HYS/00221,SHEFFIELD,Hand Wash Basin 400X400 YLS44B,published,no,,no supplier data,
IMG/HYS/00273,SHEFFIELD,Insect Killer 2X15 Watts,archived,no,not house format; under 2 paragraphs; bullets outside 4-6; meta missing or over 160; short description outside 18-38 words; under 3 informative spec rows,no supplier data,no price
IMG/HYS/00266,STEELOLOGY,Stainless Steel Container 100X100MM,archived,no,not house format; under 2 paragraphs; bullets outside 4-6; meta missing or over 160; under 3 informative spec rows,no supplier data,no image; no price
IMG/HYS/00267,STEELOLOGY,Stainless Steel Container 125X135MM,archived,no,not house format; under 2 paragraphs; bullets outside 4-6; meta missing or over 160; under 3 informative spec rows,no supplier data,no image; no price
IMG/HYS/00268,STEELOLOGY,Stainless Steel Container 150X165MM,archived,no,not house format; under 2 paragraphs; bullets outside 4-6; meta missing or over 160; under 3 informative spec rows,no supplier data,no image; no price
IMG/HYS/00269,STEELOLOGY,Stainless Steel Container 190X200MM,archived,no,not house format; under 2 paragraphs; bullets outside 4-6; meta missing or over 160; short description outside 18-38 words; under 3 informative spec rows,no supplier data,no image; no price
IMG/HYS/00281,STEELOLOGY,Insect Killer 30W Spider Type,draft,no,not house format; under 2 paragraphs; bullets outside 4-6; meta missing or over 160; short description outside 18-38 words; under 3 informative spec rows,sources disagree,no image
IMG/HYS/00282,STEELOLOGY,Insect Killer 45W Spider Type,draft,no,not house format; under 2 paragraphs; bullets outside 4-6; meta missing or over 160; short description outside 18-38 words; under 3 informative spec rows,sources disagree,no image
IMG/HYS/00274,SUNNYLUX,Food Sink Shredder Disposer ED1100,published,no,,our records only,
IMG/HYS/00284,GRACHOO,Hand Wash Basin Wall Mounted HSWM-006,draft,no,not house format; under 2 paragraphs; bullets outside 4-6; meta missing or over 160; short description outside 18-38 words; under 3 informative spec rows,no supplier data,no image; no price
IMG/HYS/00283,GRACHOO,Hand Wash Basin Knee Operated HSWM-001,draft,no,not house format; under 2 paragraphs; bullets outside 4-6; meta missing or over 160; short description outside 18-38 words; under 3 informative spec rows,no supplier data,no price
IMG/COF/00070,SHEFFIELD,Water Softeners HLT.12,archived,no,not house format; under 2 paragraphs; bullets outside 4-6; meta missing or over 160; short description outside 18-38 words; under 3 informative spec rows,no supplier data,no image
IMG/COF/00125,ANTUNES,Aq-Hc-Ro,draft,no,,,no image
IMG/COF/00130,ANTUNES,AQ-RO-600 Watermark,published,yes,,,
IMG/COF/00127,ANTUNES,GST-1V,draft,yes,,,
IMG/COF/00132,ANTUNES,Hrs Hardness Reduction System,published,yes,,,
IMG/COF/00131,ANTUNES,Ultrafiltration System VZN-511V,published,yes,,,
IMG/HYS/00033,RATIONAL,Rational Care Rinse Detergent,published,yes,,,
IMG/HYS/00034,RATIONAL,Rational Care Tablets 56.00.562,published,yes,,,
IMG/HYS/00035,RATIONAL,Rational Care Tabs Loose,published,yes,,,
IMG/HYS/00038,RATIONAL,Rational Cleaner Tabs Loose,published,yes,,,
IMG/HYS/00039,RATIONAL,Rational Descaler,archived,no,,,no price
IMG/HYS/00040,RATIONAL,Rational Rinse Aid Tablets,published,yes,,,
IMG/HYS/00085,RATIONAL,Rational Active Green Cleaner Tabs,published,yes,,,
IMG/HYS/00096,RATIONAL,Rational Active Green Cleaner Tabs Loose,archived,yes,,,
IMG/HYS/00207,RATIONAL,Rational Cleaner Tablets 56.00.22,published,no,not house format; under 2 paragraphs; bullets outside 4-6; meta missing or over 160; short description outside 18-38 words; under 3 informative spec rows,"data on file, not yet listed",
IMG/HYS/00264,RATIONAL,Rational Active Green Cartridge,draft,yes,,,
IMG/HYS/00265,RATIONAL,Rational Care Cartridge,draft,no,,sources disagree; named in open issues,no image
IMG/OVE/00022,RATIONAL,Chicken Super Spike,published,yes,,,
IMG/OVE/00023,RATIONAL,Chicken Super Spike 4 Bird ½ GN,archived,no,,,no price
IMG/OVE/00024,RATIONAL,Combi Fry,published,yes,,,
IMG/OVE/00026,RATIONAL,Combi Grill 1/1,published,yes,,,
IMG/OVE/00027,RATIONAL,Connection Kit,published,no,not house format; under 2 paragraphs; bullets outside 4-6; meta missing or over 160; short description outside 18-38 words; under 3 informative spec rows,sources disagree,
IMG/OVE/00028,RATIONAL,Cross N Stripe Grill,published,yes,,,
IMG/OVE/00031,RATIONAL,Granite-Enameled Container,published,yes,,,
IMG/OVE/00033,RATIONAL,GRANITE-ENAMELED 2/1GN 60mm,archived,no,,,no price
IMG/OVE/00036,RATIONAL,Grill and Tandoori Skewer Frame 1/1GN,published,yes,,,
IMG/OVE/00038,RATIONAL,Grilling and Pizza Tray,published,yes,,,
IMG/OVE/00040,RATIONAL,Grilling and Roasting Platter 1/1 GN,published,yes,,,
IMG/OVE/00041,RATIONAL,High Grade Grid 2/3 GN,published,yes,,,
IMG/OVE/00042,RATIONAL,Transport Trolley for Mobile Oven Rack,draft,yes,,,
IMG/OVE/00043,RATIONAL,Mobile Plate Rack,draft,yes,,,
IMG/OVE/00047,RATIONAL,Multibaker,published,yes,,,
IMG/OVE/00051,RATIONAL,Perforated Baking Tray,published,yes,,,
IMG/OVE/00054,RATIONAL,Potato Baker 1/1GN,published,yes,,,
IMG/OVE/00055,RATIONAL,Rib Grid 1/1GN,published,yes,,,
IMG/OVE/00058,RATIONAL,Roasting and Baking Tray,published,yes,,,
IMG/OVE/00064,RATIONAL,Rational SS Grid 1/1GN,published,yes,,,
IMG/OVE/00108,RATIONAL,PERFORATED CONTAINER 1/1 GN 55mm,published,yes,,,
IMG/HYS/00237,RIMPAR,Detergent Spot Remover,archived,no,bullets outside 4-6; under 3 informative spec rows,our records only,no image; no price
IMG/HYS/00238,RIMPAR,Detergent Parfum,archived,no,bullets outside 4-6; under 3 informative spec rows,our records only,no image; no price
IMG/HYS/00239,RIMPAR,Carpet Shampoo 20 Lts,archived,no,bullets outside 4-6; short description outside 18-38 words; under 3 informative spec rows,our records only,no image; no price
IMG/HYS/00271,RIMPAR,Steam Cleaner,archived,no,bullets outside 4-6; under 3 informative spec rows,our records only,no image; no price
IMG/HYS/00098,TASKI,Taski Aero 8 UK,published,yes,,,
IMG/HYS/00100,TASKI,Taski Aero 8/15 Disp. Fleece Bags 10PC,published,yes,,,
IMG/HYS/00101,TASKI,Taski Aero 8/15 Filter Paper Bags 10PC,published,yes,,,
IMG/HYS/00103,TASKI,Taski Aero 15 Plus UK,published,yes,,,
IMG/HYS/00106,TASKI,Taski Go UK,archived,no,,,no price
IMG/HYS/00107,TASKI,Taski Go Filter Paper Bags 10PC,archived,no,bullets outside 4-6; short description outside 18-38 words,,no price
IMG/HYS/00108,TASKI,Taski Go Basic Accessory Set 32MM,archived,no,bullets outside 4-6; short description outside 18-38 words,,no price
IMG/HYS/00109,TASKI,Taski Aero BP E UK,archived,no,,,no price
IMG/HYS/00110,TASKI,Taski Aero BP B Li-Ion,published,yes,,,
IMG/HYS/00111,TASKI,Taski Aero Telescopic Tube 32MM,archived,no,short description outside 18-38 words,,no price
IMG/HYS/00112,TASKI,Taski Aero BP Suction Hose 1.5M,archived,no,bullets outside 4-6; short description outside 18-38 words,,no image; no price
IMG/HYS/00113,TASKI,Taski Aero BP Disp. Fleece Bags 10PC,archived,no,bullets outside 4-6; short description outside 18-38 words,,no price
IMG/HYS/00114,TASKI,Taski Aero BP Motor Foam Filter,archived,no,bullets outside 4-6; short description outside 18-38 words,,no image; no price
IMG/HYS/00118,TASKI,Taski Vacumat 22 UK,published,yes,,,
IMG/HYS/00119,TASKI,Set Wet Vacuum Cleaning Premium,published,yes,,,
